"ID"|"FIRST_NAME"|"LAST_NAME"|"GENDER"|"AGE"|"OCCUPATION"|"MARITALSTATUS_OUT"|"SALARY_OUT"|"ADDRESS"|"CITY"|"STATE"|"ZIP"|"PHONE"|"ALT_PHONE"|"EMAIL"|"SUBDATE"|"NUMBER_OF_RENTALS"
1785|Yuko|Cruse|M|"18-24"|College/Grad Student|"0 - Single"|"50,000-99,999"|"68047 Plainsboro Rd #886"|||"66605"|"785-"|"258-522-9667"|yuko@yahoo.com|"2009-09-07T00:00:00.000Z"|30
1732|Roselee|Linger|M|"18-24"|College/Grad Student|"0 - Single"|"150,000-199,999"|"7 Dickinson Ave"|||"49660"|"231-973-5900"|"901-754-7996"|rlinger@aol.com|"2009-12-27T00:00:00.000Z"|930
1720|Kelly|Lenior|M|"18-24"|College/Grad Student|"0 - Single"|< 50,000|"6499 W Greenfield Ave"|||"80205"|"303-531-3680"|"944-282-9503"|kelly_leniorlenior.com|"2014-08-07T00:00:00.000Z"|948
1681|Delphia|Hardnette|M|"18-24"|College/Grad Student|"0 - Single"|"50,000-99,999"|"30524 Zimmerly Rd #2"|||"89015"|"702-998-4119"|"265-326-6922"|delphia@cox.net|"2012-07-20T00:00:00.000Z"|764
1679|Bernetta|Obrien|M|"25-34"|Programmer|"0 - Single"|"50,000-99,999"|"3885 E 42nd St #3772"|||"48216"|"313-839-6784"|"221-180-7708"|bobrien@hotmail.com|"2010-04-08T00:00:00.000Z"|110
1669|Shae|Lowry|F|"25-34"|Technical/Engineer|"0 - Single"|"100,000-149,999"|"27 Walnut St #5085"|||"98004"|"425-230-2038"|"727-268-5745"|shae.lowry@cox.net|"2013-01-08T00:00:00.000Z"|775
1665|John|Hantman|M|"45-49"|Technical/Engineer|"0 - Single"|> 200,000|"6664 Adamo Dr"|||"39503"|"228-672-7971"|"258-667-1820"|john_hantman@yahoo.com|"2011-03-01T00:00:00.000Z"|330
1594|Ophelia|Vasilauskas|F|"35-44"|Writer|"0 - Single"|< 50,000|"272 S Church St"|||"42101"|"270-652-7975"|"540-179-7559"|ovasilauskas@hotmail.com|"2015-08-19T00:00:00.000Z"|502
1587|Kaylene|Finnerty|F|"25-34"|Clerical/Admin|"0 - Single"|"50,000-99,999"|"149 Summer Ave"|||"78757"|"512-447-9586"|"333-964-2615"|kfinnertyhotmail.com|"2007-12-17T00:00:00.000Z"|251
1573|Ricardo|Farland|M|Under 18|Other|"0 - Single"|"0"|"693 Garden St"|||"21202"|"410-552-4132"|"781-310-8146"|ricardo_farland@gmail.com|"2011-02-19T00:00:00.000Z"|929
1556|Delfina|Lebaugh|M|"18-24"|College/Grad Student|"0 - Single"|"100,000-149,999"|"3 Brookcrest Dr"|||"12065"|"518-238-4156"|"865-41-9820"|delfina@aol.com|"2009-08-07T00:00:00.000Z"|708
1550|Roni|Norgaard|M|"18-24"|College/Grad Student|"0 - Single"|"100,000-149,999"|"3 S Kyrene Rd"|||"21201"|"410-208-7838"|"621-664-3881"|roni@norgaard.com|"2008-08-24T00:00:00.000Z"|869
1546|Guy|Copes|M|"25-34"|College/Grad Student|"0 - Single"|> 200,000|"2580 W 39th St #5"|||"77380"|"281-771-"|"907-712-2395"|gcopes@copes.com|"2012-12-01T00:00:00.000Z"|792
1545|Zina|Hofhine|M|"25-34"|Writer|"0 - Single"|"100,000-149,999"|"4 9th Miile"|||"19053"|"215-526-7774"|"267-405-5342"|""|"2007-03-09T00:00:00.000Z"|684
1542|Julietta|Frontis|M|"18-24"|Technical/Engineer|"0 - Single"|"100,000-149,999"|"9 E Franklin St"|||"60173"|"847"|"183-693-7248"|julietta_frontis@cox|"2015-08-01T00:00:00.000Z"|519
1533|Vicki|Dering|M|"45-49"|Academic/Educator|"0 - Single"|> 200,000|"77 Swift Ave"|||"70116"|"504-415-2853"|"93-960-5619"|vdering@gmail.com|"2015-07-05T00:00:00.000Z"|251
1522|Eda|Carlin|M|"35-44"|Writer|"0 - Single"|< 50,000|"91 Pennsylvania Ave"|||"32771"|"407-669-8334"|"295-380-1394"|edayahoo.com|"2011-09-29T00:00:00.000Z"|677
1499|Horace|Vizard|M|Under 18|K-12 Student|"0 - Single"|"0"|"37 Spinning Wheel Ln"|||"48066"|"586-386-8341"|"814-387-9503"|horace.vizard@cox.net|"2008-08-07T00:00:00.000Z"|675
1489|Krystle|Harbuck|F|"35-44"|Artist|"0 - Single"|"50,000-99,999"|"87 Orange Ave"|||"20879"|"301-486-7702"|"781-890-3571"|krystle@hotmail.com|"2010-11-17T00:00:00.000Z"|586
1446|Rolande|Dottery|M|"35-44"|Programmer|"0 - Single"|> 200,000|"988 Canal St"|||"68127"|"402-662-5517"|"805-497-6930"|rdottery@gmail.com|"2013-08-25T00:00:00.000Z"|706
1426|Pia|Locicero|M|"18-24"|Sales/Marketing|"0 - Single"|"150,000-199,999"|"566 W Fullerton Ave"|||"19154"|"215-283-5378"|"716-633-2001"|pia@cox|"2012-01-14T00:00:00.000Z"|891
1421|Victoria|Fus|F|Under 18|K-12 Student|"0 - Single"|"0"|"62152 Academy St #52"|||"96701"|"808-22"|"241-689-1588"|victoria.fus@aol.com|"2013-09-09T00:00:00.000Z"|572
1374|Tabatha|Fosbrook|M|"50-55"|Academic/Educator|"0 - Single"|"50,000-99,999"|"78239 Executive Dr #2050"|||"32177"|"386-230-4363"|"192-919-8470"|tabatha@fosbrook.org|"2014-03-13T00:00:00.000Z"|395
1372|Teodoro|Hokett|M|Under 18|K-12 Student|"0 - Single"|"0"|"326 Court St #192"|||"60604"|"312-795-9142"|"234-719-5895"|teodoro_hokett|"2012-06-06T00:00:00.000Z"|567
1366|Hailey|Cammon|M|Under 18|K-12 Student|"0 - Single"|"0"|"9559 E Arapahoe Rd #288"|||"28792"|"828-788-2193"|"483-149-3931"|hailey@hotmail.com|"2014-02-03T00:00:00.000Z"|79
1327|Irvin|Vanalphen|M|Under 18|K-12 Student|"0 - Single"|"0"|"68762 E Helen Rd"|||"71106"|"318-244-7984"|"928-106-9101"|ivanalphen@cox.net|"2015-02-03T00:00:00.000Z"|133
1290|Demetrius|Egbert|M|"35-44"|Other|"0 - Single"|"100,000-149,999"|"20740 W Dodge Rd"|||"55101"|"651-940-4"|"260-836-2553"|demetrius.egbert|"2010-02-26T00:00:00.000Z"|749
1284|Nella|Otterbein|M|"45-49"|Self-Employed|"0 - Single"|"100,000-149,999"|"68 Ross St"|||"80210"|"303-399-5992"|"807-341-1687"|nella|"2015-05-09T00:00:00.000Z"|917
1264|Diedre|Rockhold|M|"25-34"|Academic/Educator|"0 - Single"|"150,000-199,999"|"1 Seaway Dr"|||"60623"|"773-"|"830-113-9301"|""|"2010-08-14T00:00:00.000Z"|611
1251|Jann|Forshaw|M|"25-34"|Executive/Managerial|"0 - Single"|"100,000-149,999"|"7 Commerce Dr"|||"70503"|"337-876-3039"|"399-426-4415"|jann.forshaw@hotmail.com|"2008-12-16T00:00:00.000Z"|628
1241|Pansy|Fratta|M|Under 18|K-12 Student|"0 - Single"|"0"|"7082 Queens Blvd #266"|||"53204"|"414-243-6814"|"835-319-2522"|pfratta@hotmail.com|"2015-09-26T00:00:00.000Z"|769
1214|Tad|Daisey|M|"56+"|Retired|"0 - Single"|"50,000-99,999"|"84 Boulder Crescent St"|||"78266"|"830-480-5559"|"28-27-9909"|tad_daisey|"2011-11-06T00:00:00.000Z"|675
1213|Jude|Hotrum|M|"50-55"|Other|"0 - Single"|"150,000-199,999"|"23 N Cocoa Blvd"|||"43604"|"419-931-1489"|"239-492-9564"|jude_hotrum@aol.com|"2013-04-16T00:00:00.000Z"|32
1206|Tena|Rockelman|F|"50-55"|Executive/Managerial|"0 - Single"|"100,000-149,999"|"996 Market St"|||"11207"|"718-242-5034"|"5-557-9200"|tena@hotmail.com|"2012-01-14T00:00:00.000Z"|64
1182|Inell|Clerk|M|Under 18|K-12 Student|"0 - Single"|"0"|"10827 S Lewis Ave"|||"10924"|"845-710-8349"|"554-372-5886"|inell_clerk@hotmail.com|"2009-06-01T00:00:00.000Z"|910
1112|Delsie|Dockstader|M|"18-24"|Doctor/Health Care|"0 - Single"|"150,000-199,999"|"88 E Gloria Switch Rd"|||"10111"|"212-654-4932"|"71-965-9077"|delsie_dockstader@dockstader.org|"2012-10-09T00:00:00.000Z"|244
1096|Teodoro|Varrato|M|Under 18|K-12 Student|"0 - Single"|"0"|"415 Leoole St"|||"97209"|"503-881-1297"|"129-755-3765"|teodoro@varrato.org|"2015-06-23T00:00:00.000Z"|597
1094|Patrina|Couzens|F|"18-24"|Other|"0 - Single"|"100,000-149,999"|"88 N Main St #371"|||"22182"|"703-765-6586"|"961-646-6676"|patrina_couzens@couzens.org|"2008-05-27T00:00:00.000Z"|183
1088|Flora|Raelson|F|Under 18|K-12 Student|"0 - Single"|"0"|"8 Nebraska Ave #87"|||"46016"|"765-306-8487"|"966-774-587"|flora_raelson@cox.net|"2016-04-13T00:00:00.000Z"|111
1086|Elinor|Lorraine|M|"18-24"|College/Grad Student|"0 - Single"|> 200,000|"7 Willits Rd #5777"|||"83401"|"208-319-"|"579-98-3050"|""|"2015-07-29T00:00:00.000Z"|413
1068|Tomiko|Hoston|F|"18-24"|College/Grad Student|"0 - Single"|"100,000-149,999"|"849 Belmont Ave"|||"48089"|"586-522-4442"|"715-238-8300"|tomiko@hotmail.com|"2012-04-17T00:00:00.000Z"|692
1012|Era|Obanion|F|"35-44"|Academic/Educator|"0 - Single"|"50,000-99,999"|"6 Distribution Way"|||"10013"|"212-803-7830"|"993-869-937"|eobanion@obanion.org|"2008-08-10T00:00:00.000Z"|591
986|Ranae|Erstad|F|"56+"|Other|"0 - Single"|"100,000-149,999"|"1438 Nw 6th Dr #911"|||"20005"|"202-651-7608"|"514-326-1607"|ranae_erstad@gmail.com|"2014-09-08T00:00:00.000Z"|-1
984|Barbara|Dykhoff|M|"50-55"|Self-Employed|"0 - Single"|"50,000-99,999"|"9270 8th Ave"|||"70053"|"504-541-9916"|"902-939-5384"|barbara.dykhoff@aol.com|"2010-01-12T00:00:00.000Z"|49
938|Yoko|Remak|F|"25-34"|Academic/Educator|"0 - Single"|"50,000-99,999"|"942 Sunbeam Ln"|||"96797"|"808-689-2642"|"111-904-8000"|""|"2012-11-20T00:00:00.000Z"|565
915|Nanci|Visher|M|"25-34"|Executive/Managerial|"0 - Single"|"150,000-199,999"|"120 Mount Vernon Ave"|||"43623"|"419-852-9088"|"380-394-747"|nvisher@cox.net|"2012-07-17T00:00:00.000Z"|460
889|Tova|Hanagan|M|"45-49"|Writer|"0 - Single"|"50,000-99,999"|"8905 Crabbs Branch Way"|||"11211"|"718-721-3498"|"189-682-6676"|thanagan@gmail.com|"2008-09-06T00:00:00.000Z"|14
887|Buck|Duenes|F|"56+"|Self-Employed|"0 - Single"|> 200,000|"60 E 38th St"|||"21030"|"410-230-2930"|"914-397-5257"|buck.duenes@cox.net|"2010-12-03T00:00:00.000Z"|16
871|Paulita|Nigon|M|Under 18|K-12 Student|"0 - Single"|"0"|"6414 7th Ave"|||"14701"|"716-268-6640"|"633-698-4108"|paulita_nigon@nigon.com|"2009-09-20T00:00:00.000Z"|120
862|Nicolas|Jandrin|M|"35-44"|Executive/Managerial|"0 - Single"|"150,000-199,999"|"29615 S Main St"|||"04101"|"207-37"|"257-970-3493"|nicolas_jandrin@jandrin.com|"2007-08-30T00:00:00.000Z"|722
857|Richie|Ijams|M|"35-44"|Technical/Engineer|"0 - Single"|< 50,000|"703 Tyco Rd"|||"54016"|"715-808-6425"|"37-704-9867"|""|"2010-10-11T00:00:00.000Z"|170
757|Jeanie|Heckathorne|M|"25-34"|Programmer|"0 - Single"|"100,000-149,999"|"76 S High St"|||"96815"|"808-901-1906"|"861-35-7713"|jeanie_heckathorne@cox.net|"2007-04-17T00:00:00.000Z"|433
729|Normand|Halm|M|"35-44"|Programmer|"0 - Single"|"150,000-199,999"|"52012 E Lewelling Blvd"|||"10010"|"212-995-9318"|"976-98-9652"|nhalm@yahoo.com|"2008-07-10T00:00:00.000Z"|262
711|Kareem|Harpel|M|"25-34"|Tradesman/Craftsman|"0 - Single"|"100,000-149,999"|"184 Batavia St"|||"59635"|"406-587-1573"|"880-209-8480"|kareem.harpel@yahoo.com|"2013-03-06T00:00:00.000Z"|777
639|Bethany|Caton|M|"45-49"|Technical/Engineer|"0 - Single"|< 50,000|"2 S Pine St"|||"85019"|"602-469-3789"|"468-970-68"|bethany.caton@gmail.com|"2014-09-04T00:00:00.000Z"|773
628|Benton|Noss|F|"35-44"|Other|"0 - Single"|< 50,000|"6 Empire Ave"|||"32578"|"850-859-2738"|"249-552-6305"|bnoss@aol.com|"2012-07-30T00:00:00.000Z"|986
625|Sona|Ivanov|F|"35-44"|Programmer|"0 - Single"|"100,000-149,999"|"90 65  3 Rd #6"|||"20002"|"202-245-1985"|"933-810-7179"|""|"2014-10-10T00:00:00.000Z"|792
607|Rosario|Jaquess|M|"25-34"|Other|"0 - Single"|> 200,000|"670 Century Park E"|||"80909"|"719-479-4212"|"871-924-4762"|rosario@aol.com|"2010-10-17T00:00:00.000Z"|179
588|Roberto|Lewerke|F|"25-34"|Lawyer|"0 - Single"|"150,000-199,999"|"9408 E Arkansas Ave"|||"46168"|"317-346-"|"16-249-7573"|roberto@lewerke.com|"2016-05-26T00:00:00.000Z"|659
581|James|Cushinberry|M|"50-55"|Sales/Marketing|"0 - Single"|> 200,000|"70 Howell Mill Rd Nw"|||"10993"|"845-339-9799"|"487-897-9438"|james@cushinberry.com|"2013-09-10T00:00:00.000Z"|235
564|Helaine|Duh|M|"45-49"|Academic/Educator|"0 - Single"|"50,000-99,999"|"7113 State Route 27"|||"50315"|"515-914-5242"|"166-208-552"|helaine_duh@aol.com|"2011-02-25T00:00:00.000Z"|470
562|Tammera|Oneil|M|"35-44"|Writer|"0 - Single"|"50,000-99,999"|"887 40th St"|||"18901"|"215-797-8739"|"751-928-6246"|toneil@yahoo.com|"2012-12-17T00:00:00.000Z"|662
542|Tresa|Ubence|M|"18-24"|College/Grad Student|"0 - Single"|"150,000-199,999"|"513 Academy St"|||"63043"|"314-218-8591"|"368-513-6386"|tresa@yahoo.com|"2007-12-05T00:00:00.000Z"|452
518|Dalila|Dombkowski|F|"35-44"|Programmer|"0 - Single"|"150,000-199,999"|"74329 Hamilton Blvd #8546"|||"23606"|"757-764-4143"|"760-249-1978"|dalila@yahoo.com|"2011-10-06T00:00:00.000Z"|254
505|Ione|Filgo|M|"35-44"|Technical/Engineer|"0 - Single"|"150,000-199,999"|"5752 Sw 5th Ave #6754"|||"80203"|"303-409-"|"473-961-5422"|""|"2014-05-09T00:00:00.000Z"|188
473|Nickolas|Juvera|F|"18-24"|College/Grad Student|"0 - Single"|< 50,000|"177 S Rider Trl #52"|||"34429"|"352-598-8301"|"523-974-5911"|nickolas_juvera@cox.net|"2012-02-06T00:00:00.000Z"|22
471|Jess|Chaffins|M|"35-44"|Executive/Managerial|"0 - Single"|< 50,000|"18 3rd Ave"|||"10016"|"212-510-4633"|"127-990-6309"|jess.chaffins@chaffins.org|"2007-08-24T00:00:00.000Z"|74
470|Ryan|Harnos|F|Under 18|K-12 Student|"0 - Single"|"0"|"13 Gunnison St"|||"75075"|"972-558-1665"|"961-194-8468"|ryan@cox|"2013-11-21T00:00:00.000Z"|452
463|Izetta|Dewar|M|"25-34"|Executive/Managerial|"0 - Single"|"50,000-99,999"|"2 W Scyene Rd #3"|||"21217"|"410-473-1708"|"499-953-2121"|idewar@dewar.com|"2008-12-27T00:00:00.000Z"|53
437|Joanna|Leinenbach|M|"35-44"|Technical/Engineer|"0 - Single"|> 200,000|"1 Washington St"|||"33461"|"561-470-4574"|"305-844-3933"|joanna_leinenbach@hotmail.com|"2015-02-18T00:00:00.000Z"|824
417|Eden|Jayson|F|"25-34"|Other|"0 - Single"|"50,000-99,999"|"4 Iwaena St"|||"21202"|"410-890-7866"|"507-321-4473"|eden_jayson@yahoo.com|"2016-04-22T00:00:00.000Z"|338
412|Bernardine|Rodefer|M|"35-44"|Scientist|"0 - Single"|"150,000-199,999"|"2 W Grand Ave"|||"38112"|"901-901-4726"|"639-873-4610"|bernardine_rodefer@yahoo.com|"2009-10-07T00:00:00.000Z"|329
339|Kaitlyn|Ogg|M|"50-55"|Executive/Managerial|"0 - Single"|> 200,000|"2 S Biscayne Blvd"|||"21230"|"410-665-4903"|"628-117-8904"|kaitlyn.ogg@gmail.com|"2011-08-16T00:00:00.000Z"|671
337|Dulce|Labreche|M|"18-24"|Unemployeed|"0 - Single"|"100,000-149,999"|"9581 E Arapahoe Rd"|||"48307"|"248-357-8718"|"304-400-7370"|""|"2013-05-05T00:00:00.000Z"|365
327|Derick|Dhamer|M|"35-44"|Tradesman/Craftsman|"0 - Single"|> 200,000|"87163 N Main Ave"|||"10013"|"212-304-4515"|"687-734-5485"|ddhamercox.net|"2012-04-05T00:00:00.000Z"|720
321|Roosevelt|Hoffis|M|"18-24"|College/Grad Student|"0 - Single"|> 200,000|"60 Old Dover Rd"|||"33014"|"305-622-4739"|"244-604-6863"|roosevelt.hoffis|"2008-04-16T00:00:00.000Z"|852
299|Felix|Hirpara|M|"25-34"|Programmer|"0 - Single"|< 50,000|"7563 Cornwall Rd #4462"|||"17517"|"717-491-5643"|"975-199-1255"|felix_hirpara@cox.net|"2013-07-06T00:00:00.000Z"|175
274|Raymon|Calvaresi|M|"18-24"|College/Grad Student|"0 - Single"|"50,000-99,999"|"6538 E Pomona St #60"|||"46222"|"317-825-4724"|"994-931-879"|raymon.calvaresi@gmail.com|"2008-10-28T00:00:00.000Z"|250
271|Haydee|Denooyer|M|"18-24"|College/Grad Student|"0 - Single"|"150,000-199,999"|"25346 New Rd"|||"10016"|"212-792-8658"|"391-162-6786"|hdenooyerdenooyer.org|"2013-11-13T00:00:00.000Z"|19
214|Rebecka|gesick|M|"18-24"|Writer|"0 - Single"|"50,000-99,999"|"2026 N Plankinton Ave #3"|||"78754"|"512-213-8574"|"363-872-9260"|rgesick@gesick.org|"2010-03-12T00:00:00.000Z"|507
205|Ronny|Caiafa|M|"35-44"|Programmer|"0 - Single"|< 50,000|"73 Southern Blvd"|||"19103"|"215-6"|"657-728-3545"|ronny.caiafa@caiafa.org|"2011-12-05T00:00:00.000Z"|862
202|Helga|Fredicks|M|"18-24"|College/Grad Student|"0 - Single"|"100,000-149,999"|"42754 S Ash Ave"|||"14228"|"716-752-4114"|"555-895-9357"|helga_fredicks@yahoo.com|"2015-07-18T00:00:00.000Z"|101
168|Evangelina|Radde|F|"50-55"|Other|"0 - Single"|"100,000-149,999"|"992 Civic Center Dr"|||"19123"|"215-964-3284"|"752-295-9820"|evangelina@aol.com|"2008-03-01T00:00:00.000Z"|52
157|Yolando|Luczki|M|"35-44"|Self-Employed|"0 - Single"|"100,000-149,999"|"422 E 21st St"|||"13214"|"315-304-4759"|"849-230-416"|""|"2007-10-01T00:00:00.000Z"|81
146|Fernanda|Jillson|F|"35-44"|Writer|"0 - Single"|"100,000-149,999"|"60480 Old Us Highway 51"|||"21655"|"410-387-5260"|"6-910-1402"|fjillson@aol.com|"2008-05-15T00:00:00.000Z"|672
119|Scarlet|Cartan|F|Under 18|K-12 Student|"0 - Single"|"0"|"9390 S Howell Ave"|||"31701"|"229-"|"717-948-9137"|scarlet.cartan@yahoo.com|"2008-12-16T00:00:00.000Z"|781
118|Brandon|Callaro|M|"35-44"|Technical/Engineer|"0 - Single"|< 50,000|"7 Benton Dr"|||"96819"|"808-215-6832"|"94-802-2143"|brandon_callaro@hotmail.com|"2014-07-20T00:00:00.000Z"|510
105|Rosio|Cork|M|"45-49"|Programmer|"0 - Single"|> 200,000|"4 10th St W"|||"27263"|"336-243-5659"|"512-71-5977"|""|"2007-04-26T00:00:00.000Z"|451
89|Stephen|Emigh|F|"56+"|Homemaker|"0 - Single"|"100,000-149,999"|"3777 E Richmond St #900"|||"44302"|"330-537-5358"|"146-999-5818"|stephen_emigh@hotmail.com|"2014-05-19T00:00:00.000Z"|100
75|Tamar|Hoogland|F|Under 18|K-12 Student|"0 - Single"|"0"|"2737 Pistorio Rd #9230"|||"43140"|"740-343-8575"|"612-429-7512"|tamar@hotmail.com|"2014-05-23T00:00:00.000Z"|315
69|Ilene|Eroman|F|"25-34"|Academic/Educator|"0 - Single"|"150,000-199,999"|"2853 S Central Expy"|||"21061"|"410-914-9018"|"830-79-3464"|ilene.eroman@hotmail.com|"2012-12-19T00:00:00.000Z"|502
43|Roxane|Campain|M|"25-34"|Programmer|"0 - Single"|"150,000-199,999"|"1048 Main St"|||"99708"|"907-231-4722"|"195-209-1640"|roxane@hotmail.com|"2011-12-26T00:00:00.000Z"|66
32|Francine|Vocelka|F|"25-34"|Other|"0 - Single"|"100,000-149,999"|"366 South Dr"|||"88011"|"505-977-3911"|"199-763-9408"|francine_vocelka@vocelka.com|"2016-02-03T00:00:00.000Z"|860
1994|Tyler|Iadarola|M|"35-44"|Artist|"0 - Single"|"150,000-199,999"|"410 Acco Dr"|||"91203"|"818-9"|"161-991-6588"|tyler@iadarola.com|"2014-03-22T00:00:00.000Z"|465
1982|Kenton|Jauch|M|Under 18|K-12 Student|"0 - Single"|"0"|"12335 Lagrange Ave"|||"92660"|"949-452-8578"|"783-168-9565"|kenton.jauch@jauch.com|"2014-04-27T00:00:00.000Z"|643
1926|Taylor|Rijo|F|Under 18|Other|"0 - Single"|"0"|"82 Main St"|||"92008"|"760-874"|"625-685-3248"|taylor.rijo@aol.com|"2015-10-08T00:00:00.000Z"|848
1806|Hana|Vanduynhoven|M|"18-24"|College/Grad Student|"0 - Single"|"50,000-99,999"|"78186 Seneca Rd"|||"93924"|"831-991-1586"|"704-219-4970"|hana@vanduynhoven.org|"2013-10-01T00:00:00.000Z"|346
1791|Emmy|Laschinger|M|"18-24"|College/Grad Student|"0 - Single"|"50,000-99,999"|"24 Troy Hills Rd #7"|||"95008"|"408-983-2934"|"800-708-582"|emmy_laschinger@gmail.com|"2011-08-22T00:00:00.000Z"|56
1686|Wen|Valcho|M|"35-44"|Programmer|"0 - Single"|"150,000-199,999"|"96 N Palm Canyon Dr"|||"92008"|"760-270-1694"|"781-297-7926"|wvalchoaol.com|"2015-11-26T00:00:00.000Z"|293
1673|Dennis|Freifeld|M|Under 18|K-12 Student|"0 - Single"|"0"|"2470 Versailles Blvd"|||"95841"|"916-582-7122"|"504-198-1653"|dennis.freifeld@gmail.com|"2012-03-25T00:00:00.000Z"|247
1651|Rigoberto|Insco|M|"25-34"|Programmer|"0 - Single"|"50,000-99,999"|"829 Anthony Ave"|||"93940"|"831-451-4860"|"456-842-5575"|""|"2013-10-08T00:00:00.000Z"|547
1577|Danyelle|Hampel|M|"56+"|Other|"0 - Single"|"150,000-199,999"|"21 Marguerite Pky"|||"92260"|"760-706-9758"|"870-768-4881"|danyelle@gmail.com|"2008-06-27T00:00:00.000Z"|401
1478|Irvin|Decola|M|Under 18|K-12 Student|"0 - Single"|"0"|"68 152nd Ave"|||"94523"|"925-232-5011"|"783-802-8116"|irvin@hotmail.com|"2014-09-28T00:00:00.000Z"|-8
1453|Jewell|Hesse|M|"25-34"|Sales/Marketing|"0 - Single"|"100,000-149,999"|"3100 Delsea Dr S"|||"92660"|"949-844-5464"|"336-715-755"|jhesse@gmail|"2013-07-27T00:00:00.000Z"|264
1225|Troy|Oswald|M|"45-49"|Executive/Managerial|"0 - Single"|"50,000-99,999"|"47807 Hoyt Ave"|||"95008"|"408-896-3446"|"850-291-7837"|toswald@gmail.com|"2010-06-26T00:00:00.000Z"|867
1221|Debera|Rorabacher|M|"18-24"|Other|"0 - Single"|"150,000-199,999"|"27790 E Poythress St"|||"93291"|"559-738-"|"475-796-1178"|debera_rorabacher|"2008-07-15T00:00:00.000Z"|854
1195|Scotty|Furukawa|F|Under 18|K-12 Student|"0 - Single"|"0"|"7813 Jefferson Blvd"|||"94102"|"415-519-8590"|"686-935-7225"|scotty.furukawa@yahoo.com|"2012-04-05T00:00:00.000Z"|23
1153|Blanche|Fenk|M|"18-24"|K-12 Student|"0 - Single"|"150,000-199,999"|"503 S Clinton Ave"|||"96160"|"530-367-5357"|"86-205-8707"|blanche.fenk@fenk.com|"2016-04-19T00:00:00.000Z"|385
1055|Rolande|Velovic|M|"35-44"|Other|"0 - Single"|"100,000-149,999"|"6 N Cable Rd"|||"94114"|"415-458-8010"|"427-837-1244"|rolande_velovic@yahoo.com|"2010-04-06T00:00:00.000Z"|342
1044|Hermelinda|Nang|M|"25-34"|Writer|"0 - Single"|"50,000-99,999"|"77 E Court Sq"|||"92109"|"858-893"|"37-501-3007"|hermelinda@nang.com|"2007-11-20T00:00:00.000Z"|985
1043|Wendell|Zin|F|"50-55"|Lawyer|"0 - Single"|"100,000-149,999"|"28 Connecticut Ave Nw"|||"96161"|"530-826-4507"|"719-889-9209"|wendell@yahoo.com|"2013-02-07T00:00:00.000Z"|617
977|Jeremy|Looi|M|"25-34"|Artist|"0 - Single"|< 50,000|"56 S Acco Plz"|||"90266"|"310-759-4357"|"658-884-550"|jeremy_looi@aol.com|"2011-02-26T00:00:00.000Z"|669
974|Darlena|Lynchj|M|"35-44"|Unemployeed|"0 - Single"|"50,000-99,999"|"331 Excalibur Dr"|||"94070"|"650-348-2252"|"3-623-4198"|darlena|"2010-07-02T00:00:00.000Z"|203
950|Ignacia|Fesperman|M|"35-44"|Executive/Managerial|"0 - Single"|"100,000-149,999"|"59284 Square Three"|||"94080"|"650-307-7743"|"311-616-8601"|ifesperman@cox.net|"2009-10-17T00:00:00.000Z"|514
944|Philomena|Rodero|M|"35-44"|Other|"0 - Single"|< 50,000|"63249 Myrtle St #780"|||"91016"|"626-596-1931"|"255-636-1923"|philomena@yahoo.com|"2010-12-07T00:00:00.000Z"|364
926|Kathaleen|Esparaza|M|Under 18|K-12 Student|"0 - Single"|"0"|"13 Locust Ave"|||"94025"|"650-455-4870"|"262-587-1548"|kathaleen|"2011-08-16T00:00:00.000Z"|8
866|Jennette|Noaks|M|Under 18|K-12 Student|"0 - Single"|"0"|"35297 Lagrange St"|||"91324"|"818-386-6103"|"65-128-2188"|jennette.noaks@yahoo.com|"2012-03-10T00:00:00.000Z"|40
774|Devona|Jorn|M|"18-24"|College/Grad Student|"0 - Single"|> 200,000|"83 W 154th St"|||"94010"|"650-740-5092"|"238-665-6200"|djorn@yahoo.com|"2012-08-22T00:00:00.000Z"|925
769|Vallie|Duplaga|M|"45-49"|Technical/Engineer|"0 - Single"|< 50,000|"5 Newark St"|||"94103"|"415-589-7344"|"664-41-1383"|vduplaga@gmail.com|"2007-11-21T00:00:00.000Z"|230
676|Peter|Nelder|M|"18-24"|Self-Employed|"0 - Single"|< 50,000|"42 Us Highway 111"|||"95926"|"530-607-4551"|"332-508-6671"|peter@gmail.com|"2009-08-19T00:00:00.000Z"|79
559|Silas|Nicola|F|"25-34"|Executive/Managerial|"0 - Single"|< 50,000|"4 Marston St"|||"92108"|"619-392-7664"|"879-843-7958"|silas_nicola|"2008-07-06T00:00:00.000Z"|100
368|Wynell|Dorshorst|M|"25-34"|Other|"0 - Single"|< 50,000|"94290 S Buchanan St"|||"94044"|"650-473-1262"|"394-602-6238"|wynell_dorshorst@dorshorst.org|"2016-02-17T00:00:00.000Z"|172
2167|Zaida|Dutch|F|"25-34"|Doctor/Health Care|"0 - Single"|< 50,000|"2735 Jefferson Hwy"|||"07446"|"201-709-1573"|"912-198-5722"|zaida.dutch@gmail.com|"2012-07-30T00:00:00.000Z"|224
2133|Hope|Villega|F|Under 18|K-12 Student|"0 - Single"|"0"|"63674 Broadway Ave"|||"08807"|"908-941-6688"|"470-259-3450"|hope_villega@cox.net|"2012-07-19T00:00:00.000Z"|685
